! NumberForm[Volume[Polyhedron[{{  2.6180339887498794,  2.6180339887498794,  2.6180339887498794},{ -4.2360679774997516,  0.0000000000000000,  1.6180339887498900},{  1.6180339887498900, -4.2360679774997516,  0.0000000000000000},{  0.0000000000000000,  1.6180339887498900, -4.2360679774997516}}, {{ 1, 2, 3},{ 1, 4, 2},{ 1, 3, 4},{ 2, 4, 3}}]],16]
 47.8513917599966732
  4
  2.6180339887498794  2.6180339887498794  2.6180339887498794
 -4.2360679774997516  0.0000000000000000  1.6180339887498900
  1.6180339887498900 -4.2360679774997516  0.0000000000000000
  0.0000000000000000  1.6180339887498900 -4.2360679774997516
  4
  1   3
  1  2  3
  2   3
  1  4  2
  3   3
  1  3  4
  4   3
  2  4  3
